accession	fastq_ftp	fastq_md5	host_tax_id	instrument_platform	instrument_model	host_sex	library_layout	library_selection	project_name	run_accession	sample_accession	sample_title	sex	scientific_name
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021723/ERR1021723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021723/ERR1021723_2.fastq.gz	db5b14fae7f885c01be9da2a75d07982;e33cc0dedda9999027a28382fe2f934f		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021723	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021724/ERR1021724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021724/ERR1021724_2.fastq.gz	b91a71c74e9df3c3409312e171a8225f;ab1fc4d7881c1a71c945231af603b39d		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021724	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021725/ERR1021725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021725/ERR1021725_2.fastq.gz	a6f7351d2a652df7f2543427e914e691;28fd2b220c343c88711a6dd1d7174642		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021725	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021726/ERR1021726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021726/ERR1021726_2.fastq.gz	e646c0cff7423473ed31f77523dcee8e;5e12d3ed8d12422bfab996ac69b10f4c		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021726	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021727/ERR1021727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021727/ERR1021727_2.fastq.gz	fe1a1e1dce6564ae1858e3187befa2b8;39bbe566866177cc7e2f1645edff11dd		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021727	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021728/ERR1021728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021728/ERR1021728_2.fastq.gz	aac6874a67c35cd516560cc94bf92c07;9db8ba73f72fcedc212bd64cb7d2555c		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021728	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021729/ERR1021729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021729/ERR1021729_2.fastq.gz	cefb4c37ad9d12aab6baf54dc8ef9fae;c4377be5afbf2efb8977c93fb07df9dd		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021729	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021730/ERR1021730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021730/ERR1021730_2.fastq.gz	2c1832714eb542afa44ad592d1e63741;9e87925906888c668e712aefa0cf0d0d		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021730	SAMEA3542240	Yakutian horse	male	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021731/ERR1021731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021731/ERR1021731_2.fastq.gz	abeabc6f7a300b3b07c6506dad984194;62428162ab702783aa18779715a2d57f		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021731	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021732/ERR1021732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021732/ERR1021732_2.fastq.gz	b16838a2dd6c3afa3d7dac096ac157da;97cd1f3fa1a6ff6cc46ac724d9cdd1f5		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021732	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021733/ERR1021733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021733/ERR1021733_2.fastq.gz	385948c3d6d135f4d3d73668f7b8ceaa;5caca7cc9f7044f2822663da50e8bddd		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021733	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021734/ERR1021734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021734/ERR1021734_2.fastq.gz	1c60fd5fe0887982a482dfa4d939b1aa;514ef8fa58811fa10d0ed926224e3ab0		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021734	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021735/ERR1021735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021735/ERR1021735_2.fastq.gz	f66d50fa13f3bc7c16e29a7c7ce18630;c1aa89e5cd16457baaa0f8230a9726c3		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021735	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021736/ERR1021736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021736/ERR1021736_2.fastq.gz	cab917f13137382d356beb50fd4ef627;60bbfb860727eb92fd7bce27080bcc64		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021736	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021737/ERR1021737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021737/ERR1021737_2.fastq.gz	27b003b9e12a5acb44b84df01e3df8f9;acc138354cdaf07a22017b73a63dcce3		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021737	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021738/ERR1021738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021738/ERR1021738_2.fastq.gz	761e91608404ec9bff33b64f548d0d15;d0b5788170616679cf40d6cb6395e18f		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021738	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021739/ERR1021739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021739/ERR1021739_2.fastq.gz	b3e4f944185c6c4dba85b52eee1e6577;8260450378faa6e8a6b921c885d01157		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021739	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021740/ERR1021740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021740/ERR1021740_2.fastq.gz	f429cfc14d007d17d7ccf4d049465ba3;3cf3df25612ec42ff7e13b7fdca614c3		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021740	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021741/ERR1021741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021741/ERR1021741_2.fastq.gz	85669d3eab24492953bb3cce674dfc47;6d5f1ad340546ce58f10060a8c8262a9		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021741	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021742/ERR1021742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021742/ERR1021742_2.fastq.gz	906cb19e7dcc87842ab81cc733b57207;ef382e7f3b20dd7c778e566aa8f32068		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021742	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021743/ERR1021743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021743/ERR1021743_2.fastq.gz	7c4a6fb741340673f1b2ca27ef39934a;e6e0870c451ce75e8bbca5c8211842ba		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021743	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021744/ERR1021744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021744/ERR1021744_2.fastq.gz	28ec0684cd591f9561f3610658151634;bdf96a794718746545fea57a5bbec249		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021744	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021745/ERR1021745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021745/ERR1021745_2.fastq.gz	a9e6c5094331df409105cbd35a348ddd;9e5751be2c38a9fbba944a52a03e5918		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021745	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021746/ERR1021746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021746/ERR1021746_2.fastq.gz	7cd2f9e43f62e158a22ca234c641d881;dc04fb19a4a83d1335fd2d0facc7bc2b		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021746	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021747/ERR1021747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021747/ERR1021747_2.fastq.gz	f3d59267394c525a2b9cfcc3015a478c;7dd79de3074a3959957ed2ae0e40bd6d		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021747	SAMEA3542241	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021748/ERR1021748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021748/ERR1021748_2.fastq.gz	5ab6afa9bcc19e393099a30e7ddbf42f;f7111bffa6d572c4143e94b106883aae		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021748	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021749/ERR1021749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021749/ERR1021749_2.fastq.gz	c0b3932f426c710923aab9f202c38911;87ef392b062ef24744612942d59aa580		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021749	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021750/ERR1021750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021750/ERR1021750_2.fastq.gz	c9376bd5afa4bcc166e9a1a8d2aedae3;04943922b99af43317abdef1695858d7		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021750	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021751/ERR1021751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021751/ERR1021751_2.fastq.gz	9b21d60a6183752822a2244420600d14;16bbe2be541e8ae2e3f524e39d52cc35		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021751	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021752/ERR1021752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021752/ERR1021752_2.fastq.gz	c3c96a0da35775fefcddd9b44274af26;5af8b3a6b175af621f359f69a920fa0e		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021752	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021753/ERR1021753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021753/ERR1021753_2.fastq.gz	91ac3a78256a52b9a1bdc7d1d05748ad;b556e3446d89b96858c307510826aa70		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021753	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021754/ERR1021754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021754/ERR1021754_2.fastq.gz	db2b9ec088582fed394f10f6bcccbdf0;14733ae6c4249215d496428071bbde8d		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021754	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021755/ERR1021755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021755/ERR1021755_2.fastq.gz	c049de82ca30c856a58bf3000397b2a9;3aa103827351177d415ad26e2f202e92		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021755	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021756/ERR1021756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021756/ERR1021756_2.fastq.gz	6ad4ace7cf807dcceb87b78c29bf6aa6;aa5e21b923aba97b812ec24caa05a721		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021756	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021757/ERR1021757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021757/ERR1021757_2.fastq.gz	249768c2d552579084943d7071df24a4;a5546f49bbcaea65a0de54ed73c982ba		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021757	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021758/ERR1021758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021758/ERR1021758_2.fastq.gz	e9a997bf3d7e4e2084b4fafd0aaac4a5;1f0aa258c626418f5544f31e640e16f6		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021758	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021759/ERR1021759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021759/ERR1021759_2.fastq.gz	c4e5896ea44bc041fa03a52bb74c1258;8014ba0eb0a24d16b2dcba7e87108e3a		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021759	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021760/ERR1021760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021760/ERR1021760_2.fastq.gz	ef3bc08827a6dbf94357f70054d205f1;4784f82897646184cb8dd2683bf6b1f4		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021760	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021761/ERR1021761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021761/ERR1021761_2.fastq.gz	996f01ddf1acbe9f9c01b1f9f503fb11;e8b6ce776b59f0b4def3e169d2739d7e		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021761	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021762/ERR1021762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021762/ERR1021762_2.fastq.gz	e0ec0d5f773e5ce6375d16d16d772fa4;ffd6e463e70de7aa7a8ab57075e7751b		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021762	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021763/ERR1021763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021763/ERR1021763_2.fastq.gz	e98401ccf891372cbf430be2b31de23f;a0ce8bbb41809dcda2fe3acb9a9f25df		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021763	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021764/ERR1021764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021764/ERR1021764_2.fastq.gz	c2838e02f18be6299ebe510ea36adab8;31863f60d4f59ce069382bc9773e46c2		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021764	SAMEA3542242	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021765/ERR1021765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021765/ERR1021765_2.fastq.gz	42625addb7358e6ca5f80725a252476a;921ababf845107a1d0137ec8267b1ede		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021765	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021766/ERR1021766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021766/ERR1021766_2.fastq.gz	abb365f700b05bbb3cf2b5d5b25cfb51;95b0a7cf4262643c3340d272837e1bf7		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021766	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021767/ERR1021767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021767/ERR1021767_2.fastq.gz	608eea9029884e951cee42ee27ba6cc6;30312d627e3f954a077093ec6b25301c		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021767	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021768/ERR1021768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021768/ERR1021768_2.fastq.gz	8d1c39ddd4591dc9078e5ec92fb051cd;8a3145847297c01833ce7d383ea94600		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021768	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021769/ERR1021769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021769/ERR1021769_2.fastq.gz	96a096e1454057aeb4a10f7ab1cc90de;d4e3f2499fc07b3e8407a8a7ec54be57		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021769	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021770/ERR1021770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021770/ERR1021770_2.fastq.gz	c8694346c7f629d26fa6ab9fd858ae17;16e2ea4adac8de6a690bc3ddffb646be		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021770	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021771/ERR1021771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021771/ERR1021771_2.fastq.gz	a258b56f5edd81c4391a84d72004a840;51226241506e86eab2be7625ead971a1		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021771	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021772/ERR1021772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021772/ERR1021772_2.fastq.gz	3e4176eff97e1dcad4ea271442f28411;5dbf4b3c332a2bfd1d6d2d3e0dd24d0d		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021772	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021773/ERR1021773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1021773/ERR1021773_2.fastq.gz	3fac02b5c8a98b300ae56a73e18692c9;3a70dacf7fb407fd255b6c8c7d6e753f		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021773	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021774/ERR1021774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1021774/ERR1021774_2.fastq.gz	80e3951a3fb1eef11805084965a46915;f38426f80fdf8a2d5b58ad135d6a90ab		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021774	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021775/ERR1021775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1021775/ERR1021775_2.fastq.gz	5d75098b554867e88d64e596e97ec7ee;5869da796759ac444a68070246627d7e		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021775	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021776/ERR1021776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1021776/ERR1021776_2.fastq.gz	f635f660ffe2ef6cf7d9aafccddb0c27;a58bc9ee937c3ac0013d52d33c205323		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021776	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021777/ERR1021777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1021777/ERR1021777_2.fastq.gz	0446d7c87f9b2010d525ee1b3e415110;bbc12d5c5f953df4c00af8540612da63		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021777	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021778/ERR1021778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1021778/ERR1021778_2.fastq.gz	d446160595d2d1cef16185553305ace2;d12292965b8c31a2bd0472d261b00601		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021778	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021779/ERR1021779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1021779/ERR1021779_2.fastq.gz	69d1c08bb4c0bcc0f0d9afbb32413ace;e3f6a534971bf3ac9215b7981383fd8b		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021779	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021780/ERR1021780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1021780/ERR1021780_2.fastq.gz	0e808d6c3f5ec9cbd05c044c249bad3a;0a2443a808bff374d9bc4ada50f17298		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021780	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021781/ERR1021781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1021781/ERR1021781_2.fastq.gz	514561b4e3159e61e46f175214614501;88391da07fde5494aef0f38aab2b4e17		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1021781	SAMEA3542243	Yakutian horse	female	Equus caballus
SAMEA3542244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021782/ERR1021782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1021782/ERR1021782_2.fastq.gz	9addb2bcb42d5a5df7d435d29b372481;3f1065d54bd82f80b84365775a91df0c		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1021782	SAMEA3542244	Yakutian horse	male	Equus caballus
